company_name	location	labor_bureau	first_appeared	last_appeared	duration_days	violation_law	violation_summary	prosecution_date	status	crossed_data_gap
（有）グリーン総業	岩手県一関市	岩手労働局	2016-10-20	2017-06-01	224	労働安全衛生法第20条 労働安全衛生法規則第151条の78	非常の場合に直ちにコンベヤーの運転 を停止することができる非常停止装置 を備えていなかったもの	2016-10-20	removed	
（株）髙野塗装	愛知県名古屋市	岐阜労働局	2017-01-06	2017-06-01	146	労働安全衛生法第21条 労働安全衛生規則第518条	高さ２ｍ以上の箇所で労働者に作業を 行わせるに当たり、作業床を設けな かったもの	2017-01-06	removed	
吉原興業（有）	茨城県古河市	茨城労働局	2017-03-17	2017-08-03	139	労働安全衛生法第14条 労働安全衛生法施行令第6条 労働安全衛生規則第517条の４	労働者に鉄筋造倉庫の解体作業を行わ せる際、建築物等の鉄骨の組立て等作 業主任者を選任していなかったもの	2017-03-17	removed	
（有）新治電気	群馬県利根郡みなかみ町	群馬労働局	2017-02-16	2018-04-02	410	労働安全衛生法第61条 労働安全衛生法施行令第20条	法令で定める資格を有しない労働者を 機体の重量が３トンを超えるドラグ・ ショベルの運転の業務に就かせたもの	2017-02-16	removed	
（株）ニューナス	栃木県那須塩原市	栃木労働局	2017-02-23	2018-04-02	403	労働安全衛生法第61条 労働安全衛生法施行令第20条 労働安全衛生規則第41条	無資格の労働者にトラクターショベル を運転させたもの	2017-02-23	removed	
優秀塗装（株）	北海道岩見沢市	東京労働局	2016-12-27	2018-01-31	400	労働安全衛生法第23条 労働安全衛生規則第540条	橋梁に設置されたつり足場上に安全な 通路を設けていなかったこと	2016-12-27	removed	
絆ホーム	熊本県玉名市	熊本労働局	2017-02-17	2018-04-02	409	労働安全衛生法第21条 労働安全衛生規則第519条	高さ3.6ｍの住宅の屋根上で労働者に 作業を行わせるにあたり、墜落防止措 置を講じなかったもの	2017-02-17	removed	
日豊トランスポート（株） 浜田営業所	島根県浜田市	島根労働局	2017-03-27	2017-06-01	66	労基法第32条	労働者８人に有効な36協定の締結・届 出なく違法な時間外労働を行わせたも の	2017-03-27	removed	
ＮＳ通信	秋田県男鹿市	秋田労働局	2016-10-20	2017-11-18	394	労働安全衛生法第61条 労働安全衛生法施行令第20条	高所作業車の技能講習を修了していな い者に高所作業車を運転させ、立木の 剪定作業等を行わせたもの	2016-10-20	removed	
（株）トラスパーリンク	北海道札幌市	北海道労働局	2017-03-16	2017-06-01	77	労働安全衛生法第20条 労働安全衛生規則第349条	架空電線に近接する場所で感電防止措 置を講じることなく労働者に作業を行 わせたもの	2017-03-16	removed	
（有）津山緑化	岡山県津山市	岡山労働局	2016-10-31	2017-11-18	383	労働安全衛生法第100条 労働安全衛生規則第97条	休業１日以上を要する労働災害が発生 したのに、報告期日までに労働者死傷 病報告を提出しなかったもの	2016-10-31	removed	
（福）豊の里	宮崎県都城市	宮崎労働局	2017-03-16	2018-05-07	417	労働基準法第５条	関連法人３事業場と共謀のうえ、外国 人留学生の労働者６名の意思に反し て、労働を強制させたもの	2017-03-16	removed	
三交商会	大阪府大阪市	大阪労働局	2016-10-28	2017-06-01	216	労働安全衛生法第100条 労働安全衛生規則第97条	休業４日以上の労働災害が発生したに もかかわらず、労働者死傷病報告を提 出しなかったもの	2016-10-28	removed	
（株）井関松山製造所	愛媛県松山市	愛媛労働局	2017-02-17	2018-04-02	409	労働安全衛生法第20条 労働安全衛生規則第107条	ショットブラスト装置の運転を停止さ せることなく労働者に調整の作業を行 わせたもの	2017-02-17	removed	
（株）松島屋	岐阜県岐阜市	岐阜労働局	2017-01-19	2017-08-25	218	最低賃金法第４条	労働者５名に、７か月間の定期賃金合 計約254万円を支払わなかったもの	2017-01-19	removed	
東洋コンクリート（株）	沖縄県中頭郡西原町	沖縄労働局	2017-03-23	2018-05-07	410	労働安全衛生法第20条 労働安全衛生規則第164条	掘削用のドラグ・ショベルを主たる用 途以外の用途に使用させていたもの	2017-03-23	removed	
淡路貨物自動車（株）	兵庫県洲本市	兵庫労働局	2016-11-29	2017-06-01	184	最低賃金法第４条	労働者10名に、２年11か月にわたり所 定賃金（累計総額約5,000万円）を所 定支払日に支払わなかったもの	2016-11-29	removed	
ファッションアイ	愛知県西尾市	愛知労働局	2017-01-24	2017-06-29	156	最低賃金法第４条	労働者１名に、約４か月間の定期賃金 合計約13万円を支払わなかったもの	2017-01-24	removed	
三協テック（株） 信越新 潟支店	新潟県新潟市	新潟労働局	2016-11-01	2017-06-01	212	労働安全衛生法第61条 労働安全衛生法施行令第20条	法定の運転資格を有しない労働者を、 最大荷重が１トン以上となるフォーク リフトの運転業務に就かせていたもの	2016-11-01	removed	
ＫＳファッション	岐阜県郡上市	岐阜労働局	2016-11-11	2017-12-28	412	最低賃金法第４条	労働者３名に、５か月間の定期賃金等 合計約198万円を支払わなかったもの	2016-11-11	removed	
（株）創栄建設	長崎県壱岐市	長崎労働局	2017-03-17	2018-05-07	416	労働安全衛生法第20条 労働安全衛生規則第151条の78	非常の場合に直ちにコンベヤーの運転 を停止することができる装置を備えて いなかったもの	2017-03-17	removed	
（株）昭大建設	長崎県対馬市	長崎労働局	2017-03-15	2018-05-07	418	労働安全衛生法第21条 労働安全衛生規則第524条	幅が30㎝以上の歩み板を設け、防網を 張る等の措置を講じずにビニール屋根 の上で作業させたもの	2017-03-15	removed	
（株）リブン・ニュー	福井県勝山市	福井労働局	2016-11-29	2017-12-28	394	労働基準法第32条	技能実習生である労働者６名に、36協 定の延長時間を超えて違法な時間外労 働を行わせたもの	2016-11-29	removed	
野崎建設	奈良県香芝市	奈良労働局	2017-02-17	2018-04-02	409	労働安全衛生法第100条 労働安全衛生規則第97条	約90日間の休業を要する労働災害が発 生したのに、遅滞なく労働者死傷病報 告を提出しなかったもの	2017-02-17	removed	
晴沢板金工業	秋田県鹿角市	秋田労働局	2017-02-13	2018-04-02	413	労働安全衛生法第21条 労働安全衛生規則第519条	高さ約６ｍの２階屋根軒先に手すり等 を設けることなく労働者にトタンの葺 き替え作業を行わせたもの	2017-02-13	removed	
（有）竹善工業	静岡県御前崎市	静岡労働局	2017-03-14	2018-05-07	419	最低賃金法第４条	労働者３名に、１か月間の定期賃金合 計約67万円を支払わなかったもの	2017-03-14	removed	
東洋ライス（株）	和歌山県和歌山市	神奈川労働局	2017-01-25	2018-03-02	401	労働安全衛生法第20条 労働安全衛生規則第151条の14	フォークリフトについて主たる用途以 外の用途で使用をさせたもの	2017-01-25	removed	
五友プラント工業（株）	福岡県飯塚市	北海道労働局	2017-03-17	2018-05-07	416	労働安全衛生法第20条 ゴンドラ安全規則第22条	ゴンドラを使用するに当たり作業開始 前の点検を労働者に行わせなかったも の	2017-03-17	removed	
西部運輸（株） 山口支店	山口県山口市	山口労働局	2017-03-23	2018-05-07	410	労働基準法第32条	労働者１名に、36協定の延長時間を超 えて違法な時間外労働を行わせたもの	2017-03-23	removed	
（有）オカピィ	福井県勝山市	福井労働局	2016-11-29	2017-12-28	394	労働基準法第32条	技能実習生である労働者２名に、36協 定の延長時間を超えて違法な時間外労 働を行わせたもの	2016-11-29	removed	
日出染業（株）	和歌山県和歌山市	和歌山労働局	2017-01-06	2018-03-02	420	労働安全衛生法第100条 労働安全衛生規則第97条	フォークリフトの無資格を隠蔽するた めに虚偽の内容の労働者死傷病報告書 を労働基準監督署長に提出したもの	2017-01-06	removed	
（有）正栄工業	愛媛県今治市	愛媛労働局	2016-11-18	2017-12-28	405	労働安全衛生法第61条 労働安全衛生法施行令第20条 クレーン等安全規則第221条	つり上げ荷重１トン以上のクレーンの 玉掛け業務に資格を有しない者を就か せたもの	2016-11-18	removed	
（株）アンデルセン	三重県松阪市	三重労働局	2016-10-11	2017-11-18	403	労働基準法第37条	労働者７名に、１か月間の時間外労働 の割増賃金合計約96万円を支払わな かったもの	2016-10-11	removed	
井口運輸（株） 摂津事業 所	大阪府大阪市	大阪労働局	2016-10-27	2017-06-01	217	労働安全衛生法第61条 労働安全衛生法施行令第20条 労働安全衛生規則41条	車両系荷役運搬機械（フォークリフ ト）の運転資格を有しない労働者に運 転させていたもの	2016-10-27	removed	
（有）武山住宅	宮城県石巻市	宮城労働局	2017-03-13	2018-05-07	420	労働安全衛生法第21条 労働安全衛生規則第519条	木造住宅建築工事現場において、墜落 防止措置を講じないまま労働者に２階 の床板敷設作業を行わせたもの	2017-03-13	removed	
(株)ファミリー住宅	青森県八戸市	青森労働局	2017-03-03	2017-06-01	90	最低賃金法第４条	労働者２名に、１か月分の定期賃金合 計約71万円を支払わなかったもの	2017-03-03	removed	
（株）シアス	福井県勝山市	福井労働局	2016-11-29	2017-12-28	394	労働基準法第32条	技能実習生である労働者４名に、36協 定の延長時間を超えて違法な時間外労 働を行わせたもの	2016-11-29	removed	
日進建設（株）	三重県四日市市	三重労働局	2016-12-08	2018-01-31	419	労働安全衛生法第31条 労働安全衛生規則第653条	２階床の開口部に手すり等を設ける措 置を注文者（元請）として講じること なく労働者に作業を行わせたもの	2016-12-08	removed	
光建工（株）	兵庫県伊丹市	兵庫労働局	2017-02-16	2017-06-29	133	労働安全衛生法第21条 労働安全衛生規則第361条	深さ約1.5ｍの掘削溝の中で地山掘削 作業を行わせるに際し、地山の崩壊防 止措置を行わなかったもの	2017-02-16	removed	
（株）双葉	栃木県鹿沼市	栃木労働局	2017-01-20	2018-03-02	406	労働安全衛生法第20条 労働安全衛生規則第107条	給油作業を行わせるに当たり、ベルト コンベヤーの運転を停止しなかったも の	2017-01-20	removed	
